permno,duration,end_year,start_year
17267,1,1961,1961
22568,1,1961,1961
21282,1,1961,1961
17072,1,1962,1961
11068,2,1962,1961
11105,1,1962,1961
17726,2,1963,1961
26163,3,1964,1962
20976,4,1965,1961
38527,1,1966,1965
26112,1,1966,1964
20984,3,1966,1962
28871,2,1966,1965
14867,3,1966,1962
14891,2,1966,1961
22269,2,1966,1962
17435,4,1966,1961
22285,3,1966,1964
21485,3,1966,1961
33363,3,1966,1964
21864,4,1966,1961
16088,1,1966,1962
11543,6,1966,1961
41208,1,1967,1967
37815,2,1967,1965
17830,3,1967,1961
15229,4,1967,1961
38121,1,1967,1966
17822,1,1967,1967
19596,1,1967,1961
30031,1,1967,1967
10604,7,1967,1961
12511,3,1967,1961
41646,1,1967,1967
26518,3,1967,1964
29487,4,1967,1964
25961,3,1967,1962
22189,4,1967,1961
14816,1,1968,1961
39896,1,1968,1967
30648,1,1968,1966
10188,3,1968,1963
30082,1,1968,1968
22429,6,1968,1961
41486,2,1968,1967
26382,3,1968,1961
37049,1,1968,1968
42577,1,1968,1967
12749,4,1968,1961
39116,1,1968,1966
34825,1,1968,1964
34913,3,1968,1965
11332,1,1968,1966
17224,4,1968,1964
38156,1,1968,1964
24942,3,1968,1965
33232,5,1968,1964
24029,1,1968,1963
37305,3,1968,1965
42366,1,1968,1968
41558,2,1968,1967
33451,1,1968,1968
40184,2,1969,1966
32387,3,1969,1966
32096,1,1969,1968
37233,1,1969,1968
24651,3,1969,1963
26833,4,1969,1962
31851,1,1969,1964
23552,2,1969,1967
40870,1,1969,1968
28660,4,1969,1965
29145,1,1969,1968
29583,2,1969,1967
19254,4,1969,1962
34809,4,1969,1965
29209,1,1969,1968
14197,2,1969,1967
27633,1,1969,1964
17339,8,1969,1962
31608,1,1969,1969
26489,4,1969,1964
29655,3,1969,1964
31819,1,1969,1969
19676,7,1970,1962
22533,6,1970,1961
14277,3,1970,1961
33478,3,1970,1968
45217,1,1970,1969
23309,1,1970,1968
40694,1,1970,1969
13143,4,1970,1964
16803,4,1970,1961
22840,1,1970,1961
20183,4,1970,1961
22699,3,1970,1962
30525,4,1970,1967
33259,1,1970,1968
29380,1,1970,1968
41582,1,1970,1968
36142,2,1970,1968
31712,2,1970,1964
40301,2,1970,1967
45583,1,1970,1969
35780,4,1970,1965
26075,1,1971,1964
31800,1,1971,1968
19107,1,1971,1970
20386,6,1971,1961
31384,6,1971,1965
26753,3,1971,1968
15712,4,1971,1961
22891,1,1971,1961
18999,7,1971,1961
16969,1,1971,1965
41144,1,1971,1971
12044,3,1971,1968
35166,5,1971,1964
22664,6,1971,1962
33013,5,1971,1964
10225,2,1971,1969
38738,1,1971,1971
35916,5,1971,1964
34366,3,1972,1968
12837,5,1972,1964
29946,1,1972,1970
21039,1,1972,1967
28847,2,1972,1965
33574,1,1972,1972
39220,4,1972,1968
22162,8,1972,1962
24037,1,1972,1970
12933,4,1972,1962
48442,1,1972,1972
42999,1,1972,1972
42403,1,1972,1969
29145,1,1972,1972
31499,3,1972,1968
10874,1,1972,1968
43780,1,1972,1972
21434,9,1972,1961
33400,1,1972,1971
21143,2,1973,1968
19297,7,1973,1961
14883,2,1973,1969
27078,1,1973,1972
31632,2,1973,1968
22189,1,1973,1972
36791,1,1973,1968
39159,1,1973,1965
36898,2,1973,1968
47079,1,1973,1970
29612,1,1973,1970
27756,4,1973,1968
27107,5,1973,1968
39757,2,1973,1971
35334,4,1973,1968
37479,1,1973,1964
32408,1,1973,1973
46164,1,1973,1971
43668,1,1973,1971
46973,2,1973,1972
48477,1,1973,1973
25902,7,1973,1964
33347,6,1973,1968
27094,2,1973,1972
24627,1,1974,1972
59467,1,1974,1974
37276,2,1974,1968
27465,3,1974,1971
24854,4,1974,1970
43588,6,1974,1968
27158,2,1974,1970
16360,2,1974,1962
17291,2,1974,1969
17232,10,1974,1961
14357,2,1974,1971
27676,1,1974,1969
61955,1,1974,1974
42657,1,1974,1970
47909,1,1974,1972
23886,11,1974,1961
15974,3,1974,1961
11471,4,1974,1969
11850,2,1974,1969
20247,6,1974,1964
23659,10,1974,1961
42569,1,1974,1974
10006,5,1974,1961
43238,1,1974,1970
10145,5,1974,1970
23077,5,1974,1965
24029,2,1974,1973
19350,9,1974,1961
26534,1,1974,1971
22429,2,1974,1972
14250,4,1974,1961
19553,7,1974,1961
32707,1,1974,1968
41160,2,1974,1968
48768,1,1974,1971
19916,10,1974,1961
10161,1,1974,1970
21450,6,1974,1961
35975,4,1974,1969
27131,6,1974,1964
14656,2,1974,1963
45719,2,1974,1973
19414,6,1974,1962
36185,4,1974,1964
28345,8,1974,1964
14066,12,1974,1961
28118,6,1974,1964
21573,4,1974,1967
18112,8,1974,1964
31069,1,1974,1971
32360,1,1974,1974
45495,1,1974,1971
13928,2,1974,1970
12319,1,1974,1971
11658,2,1975,1961
48178,1,1975,1972
29137,3,1975,1971
17399,1,1975,1974
22568,2,1975,1970
52222,1,1975,1974
48725,4,1975,1971
41646,2,1975,1972
30162,3,1975,1971
14437,8,1975,1961
32897,9,1975,1964
24141,3,1975,1969
40723,1,1975,1974
46711,1,1975,1975
50593,1,1975,1975
31465,1,1975,1975
25232,1,1975,1970
38666,6,1975,1967
71547,1,1975,1974
15659,1,1975,1970
11447,2,1975,1965
42788,1,1975,1973
60644,1,1975,1974
27422,7,1975,1964
23317,2,1975,1973
53313,3,1975,1973
40409,1,1975,1974
35051,5,1975,1970
58042,1,1975,1974
51107,2,1975,1974
18438,3,1975,1961
50382,2,1975,1972
51115,1,1975,1975
65825,4,1975,1971
14525,1,1975,1966
47298,2,1975,1974
35115,6,1975,1964
25006,2,1975,1974
51482,1,1975,1975
53436,1,1975,1974
41304,3,1975,1971
34454,3,1975,1972
10516,13,1975,1961
44468,1,1975,1973
47108,3,1975,1973
33785,1,1975,1975
28660,2,1975,1974
12511,3,1975,1970
27318,2,1975,1970
21178,6,1975,1970
45233,2,1975,1974
22170,14,1976,1961
15712,1,1976,1975
49744,3,1976,1972
26163,6,1976,1969
42753,2,1976,1974
10372,8,1976,1961
13100,2,1976,1970
45620,3,1976,1972
47917,4,1976,1971
18382,4,1976,1969
37268,1,1976,1976
49154,2,1976,1975
28636,1,1976,1976
53153,1,1976,1975
51190,3,1976,1974
18251,9,1976,1962
44126,7,1976,1969
47459,2,1976,1975
55589,2,1976,1975
21718,1,1976,1976
18156,2,1976,1974
27086,1,1976,1971
53990,1,1976,1976
48135,4,1976,1972
14286,1,1976,1975
57760,1,1976,1976
40483,1,1976,1975
49737,1,1976,1975
69025,1,1976,1976
45671,1,1976,1972
21557,3,1976,1969
37399,12,1976,1964
61292,2,1976,1975
39263,10,1976,1965
62383,1,1976,1975
32520,7,1976,1968
70077,2,1976,1975
67361,2,1976,1975
56741,2,1976,1975
52572,1,1976,1975
66747,2,1976,1975
34198,5,1976,1968
21995,1,1976,1971
28740,1,1976,1975
79573,1,1976,1975
20415,8,1976,1966
46121,1,1976,1976
40256,4,1976,1971
23640,13,1977,1962
18112,1,1977,1976
46296,1,1977,1975
25312,5,1977,1966
52230,1,1977,1973
66529,1,1977,1977
21872,7,1977,1963
10751,4,1977,1965
17128,2,1977,1969
30074,6,1977,1970
46527,2,1977,1972
24766,5,1977,1970
63554,3,1977,1974
32897,1,1977,1977
40871,1,1977,1977
27457,3,1977,1967
53161,1,1977,1976
30940,2,1977,1974
59468,2,1977,1974
48004,1,1977,1975
39635,2,1977,1976
49285,2,1977,1973
11607,3,1977,1969
53882,2,1977,1974
53065,3,1977,1974
39053,3,1977,1975
15202,6,1977,1963
36134,1,1977,1975
59280,2,1977,1976
26818,2,1977,1975
31747,1,1977,1971
44345,1,1977,1976
41371,3,1977,1972
13653,2,1977,1962
68161,1,1977,1977
83345,1,1977,1974
54878,1,1977,1975
48813,2,1977,1974
58050,3,1977,1974
43123,1,1977,1973
12715,1,1977,1976
47538,1,1977,1974
58018,1,1977,1977
43342,7,1977,1970
52046,3,1977,1974
28952,2,1977,1976
49090,1,1977,1974
23245,15,1977,1961
42446,5,1977,1973
45225,9,1977,1969
53292,2,1977,1976
43836,3,1977,1970
49728,3,1978,1975
46025,4,1978,1972
22074,8,1978,1969
40097,3,1978,1975
81139,4,1978,1975
32002,9,1978,1968
61321,1,1978,1978
39204,9,1978,1968
80451,1,1978,1978
70659,1,1978,1976
34948,4,1978,1969
51836,6,1978,1973
16758,1,1978,1970
24336,11,1978,1961
65860,4,1978,1974
58608,1,1978,1975
48128,1,1978,1974
26761,4,1978,1964
49745,1,1978,1974
34673,1,1978,1978
37284,1,1978,1978
64040,1,1978,1974
48610,1,1978,1975
50447,1,1978,1976
46463,6,1978,1973
54392,1,1978,1976
26673,1,1978,1974
29663,4,1978,1972
33232,2,1978,1971
57349,1,1978,1977
59790,1,1978,1978
26120,3,1978,1969
23309,1,1978,1976
26235,1,1978,1971
62105,1,1978,1978
37874,8,1978,1964
32011,3,1978,1976
27406,9,1978,1964
60310,5,1978,1974
63546,1,1978,1977
58835,1,1978,1977
34067,1,1978,1977
46077,3,1978,1973
50623,1,1978,1977
46869,7,1978,1971
62607,2,1978,1975
41208,8,1978,1971
64442,4,1978,1974
44230,4,1978,1973
17022,1,1978,1977
60505,1,1978,1978
42534,1,1978,1976
61217,1,1978,1978
38789,5,1978,1967
65526,1,1978,1978
14198,1,1978,1977
52003,2,1978,1976
66078,3,1978,1976
69535,1,1979,1979
51270,1,1979,1976
45954,1,1979,1978
29559,4,1979,1972
53874,4,1979,1974
45014,1,1979,1976
81518,1,1979,1977
37487,5,1979,1969
37575,3,1979,1972
52652,5,1979,1975
47423,2,1979,1975
42462,2,1979,1969
44329,5,1979,1971
50016,4,1979,1976
21282,1,1979,1976
16555,11,1979,1961
16361,1,1979,1979
38666,2,1979,1977
38317,2,1979,1978
63686,2,1979,1978
25849,1,1979,1977
59919,2,1979,1974
64063,1,1979,1978
40192,3,1979,1976
33347,1,1979,1977
34438,12,1979,1965
36249,7,1979,1964
59898,2,1979,1978
28652,7,1979,1972
68806,5,1979,1975
38543,7,1979,1971
66545,2,1979,1977
35991,4,1979,1973
10487,14,1979,1961
63837,4,1979,1975
25217,1,1979,1977
46754,2,1979,1976
31077,4,1979,1974
54114,2,1979,1977
42973,2,1979,1976
32177,2,1979,1976
61655,4,1979,1975
65816,1,1979,1978
44089,2,1979,1972
71926,1,1979,1979
41946,3,1979,1974
29567,4,1979,1972
52396,2,1979,1975
29102,8,1979,1971
47992,4,1979,1974
19561,8,1979,1970
53461,3,1979,1977
33179,7,1979,1969
53815,2,1979,1977
81198,1,1979,1976
47650,1,1979,1976
30998,1,1979,1979
70093,1,1979,1977
51692,2,1979,1976
61612,2,1979,1977
27749,2,1979,1976
47888,4,1979,1974
63925,3,1979,1977
16994,1,1979,1979
47766,3,1979,1975
45241,2,1979,1974
27538,2,1979,1975
75153,1,1979,1976
50665,3,1979,1973
17830,6,1980,1970
48494,1,1980,1979
39781,1,1980,1980
62332,1,1980,1977
43537,5,1980,1970
22680,9,1980,1961
13398,1,1980,1976
28804,1,1980,1979
23552,2,1980,1976
29276,5,1980,1972
57488,1,1980,1980
61436,2,1980,1977
22605,14,1980,1963
38893,3,1980,1976
61453,2,1980,1979
34825,6,1980,1971
49787,3,1980,1973
24897,6,1980,1972
48144,4,1980,1976
12052,8,1980,1970
30816,3,1980,1973
55853,2,1980,1977
46172,4,1980,1975
40205,3,1980,1972
60425,3,1980,1976
81190,3,1980,1977
62447,1,1980,1976
58472,2,1980,1974
45428,1,1980,1978
32678,1,1980,1979
54682,1,1980,1980
60951,1,1980,1978
42542,1,1980,1975
29209,3,1980,1976
54543,1,1980,1978
57251,3,1980,1978
56899,1,1980,1977
58959,3,1980,1974
38245,4,1980,1975
31608,1,1980,1972
58668,1,1980,1980
47028,4,1980,1974
44839,6,1980,1971
28039,2,1980,1974
46340,3,1980,1975
43430,4,1980,1975
53743,4,1980,1976
49111,2,1980,1975
55618,1,1980,1975
10640,1,1981,1978
10912,2,1981,1980
53719,2,1981,1976
14891,1,1981,1973
79311,1,1981,1981
49170,2,1981,1978
73008,1,1981,1981
63108,1,1981,1978
30358,1,1981,1976
20889,1,1981,1981
37196,6,1981,1975
13953,2,1981,1975
70501,3,1981,1976
44302,2,1981,1978
45399,2,1981,1977
48709,4,1981,1971
20239,3,1981,1969
37373,6,1981,1975
64291,3,1981,1976
10154,5,1981,1974
13303,3,1981,1973
54957,3,1981,1974
59045,1,1981,1980
46228,2,1981,1978
15721,3,1981,1977
64901,2,1981,1977
35756,10,1981,1968
41953,9,1981,1971
68145,2,1981,1979
30082,3,1981,1971
50172,3,1981,1978
28855,12,1982,1964
25823,1,1982,1979
49964,5,1982,1974
37225,4,1982,1975
45022,4,1982,1978
54295,7,1982,1974
56442,6,1982,1975
66034,2,1982,1975
51262,5,1982,1974
68233,1,1982,1977
69324,1,1982,1982
55167,2,1982,1975
42307,4,1982,1970
40440,1,1982,1979
50884,3,1982,1975
69287,1,1982,1981
78044,3,1982,1978
51107,1,1982,1978
59926,1,1982,1977
81286,1,1982,1982
28012,1,1982,1980
59871,1,1982,1981
57920,1,1982,1978
52337,4,1982,1975
14227,1,1982,1979
25961,2,1982,1976
62500,1,1982,1979
42876,6,1982,1972
79194,1,1982,1981
63829,7,1982,1974
13355,1,1982,1981
57534,3,1982,1980
33292,2,1982,1980
23472,9,1982,1971
53399,1,1982,1981
37524,7,1982,1975
56726,8,1982,1974
27027,6,1983,1973
11498,1,1983,1970
30382,4,1983,1975
42366,3,1983,1980
42403,1,1983,1976
31704,5,1983,1974
65197,2,1983,1980
33478,3,1983,1975
42585,1,1983,1981
30948,4,1983,1975
42753,2,1983,1980
55597,4,1983,1976
63087,2,1983,1980
69323,1,1983,1983
51625,5,1983,1974
45882,2,1983,1979
40459,14,1983,1966
46826,5,1983,1974
44943,2,1983,1974
20562,5,1983,1966
45647,1,1983,1983
56135,2,1983,1982
49779,3,1983,1975
24951,2,1983,1981
66923,1,1983,1980
57067,1,1983,1975
50518,12,1983,1971
62383,1,1983,1980
38180,13,1983,1967
35107,9,1983,1968
47853,8,1983,1974
55554,1,1983,1982
62755,3,1983,1976
39773,1,1983,1981
18817,4,1983,1973
18682,2,1983,1976
53954,2,1983,1976
31552,7,1983,1971
10321,16,1983,1968
56266,8,1983,1975
49007,3,1983,1977
56777,1,1983,1982
15975,1,1983,1983
54122,1,1983,1981
46295,1,1983,1981
53217,3,1983,1976
37990,2,1983,1981
54148,5,1983,1975
58632,4,1983,1979
56848,1,1983,1977
46616,9,1983,1975
57170,3,1984,1978
81780,3,1984,1982
29639,1,1984,1977
19502,1,1984,1967
75417,3,1984,1982
47175,6,1984,1975
11260,18,1984,1961
42796,2,1984,1970
11332,5,1984,1971
51861,1,1984,1984
64630,1,1984,1982
31472,1,1984,1980
61058,6,1984,1979
73999,1,1984,1982
33451,3,1984,1976
67192,1,1984,1982
40766,7,1984,1975
50738,1,1984,1984
61145,3,1984,1977
27043,4,1984,1970
51510,10,1984,1975
31691,10,1984,1972
50470,8,1984,1974
19896,6,1984,1978
29699,8,1984,1975
28054,13,1984,1968
54236,3,1984,1981
19677,1,1984,1984
50914,1,1984,1982
63626,1,1984,1984
57947,1,1984,1982
28012,1,1984,1984
27705,3,1984,1978
39328,1,1984,1977
17340,3,1984,1978
41152,11,1984,1974
21055,2,1984,1969
38317,1,1984,1984
45189,2,1984,1982
41663,2,1984,1981
48282,8,1984,1974
46229,7,1984,1977
70907,1,1984,1984
17277,3,1984,1981
41769,1,1984,1984
35203,1,1984,1982
50243,1,1984,1976
78394,6,1984,1975
26113,5,1984,1977
67521,1,1984,1984
38797,2,1984,1983
66608,3,1984,1979
42729,4,1984,1974
33961,5,1984,1970
34121,1,1984,1983
33603,19,1984,1964
31798,13,1985,1966
25989,1,1985,1983
15385,2,1985,1983
81614,4,1985,1978
56354,1,1985,1981
35422,12,1985,1972
67328,3,1985,1981
49680,5,1985,1980
35238,11,1985,1968
49189,10,1985,1975
59547,6,1985,1975
58385,9,1985,1977
45655,1,1985,1983
38886,1,1985,1984
74406,2,1985,1982
13363,4,1985,1978
48136,5,1985,1974
47511,1,1985,1978
28215,1,1985,1984
22787,23,1985,1961
16919,9,1985,1975
38922,7,1985,1977
63335,1,1985,1984
34358,10,1985,1974
44548,2,1985,1975
36417,8,1985,1968
59213,4,1985,1981
31376,16,1985,1968
39765,3,1985,1974
46084,4,1985,1981
33188,1,1985,1985
61031,1,1985,1985
42454,8,1985,1967
37348,17,1985,1967
22269,5,1985,1971
58894,4,1985,1981
62367,1,1985,1977
33988,10,1985,1964
51108,1,1985,1985
52250,4,1985,1981
52978,8,1985,1975
48937,2,1985,1981
79231,5,1985,1979
28855,1,1985,1985
31579,6,1985,1975
36134,1,1985,1980
58464,1,1985,1985
53751,7,1985,1975
45153,1,1986,1985
14461,16,1986,1962
39669,1,1986,1976
32205,10,1986,1964
27940,1,1986,1985
65496,9,1986,1976
34841,3,1986,1972
28388,10,1986,1970
67766,5,1986,1979
26374,6,1986,1975
30876,2,1986,1975
57330,5,1986,1979
74500,1,1986,1986
15368,2,1986,1979
13961,1,1986,1985
68937,1,1986,1986
25507,15,1986,1971
40539,9,1986,1975
74908,8,1986,1975
18948,3,1986,1968
18382,5,1986,1980
77730,4,1986,1976
14816,2,1986,1975
56733,6,1986,1974
28864,11,1986,1974
67678,2,1986,1981
64979,3,1986,1978
79039,1,1986,1986
49429,13,1986,1971
20204,17,1986,1961
49817,2,1986,1982
73358,1,1986,1985
64040,1,1986,1986
17347,7,1986,1980
78410,1,1986,1986
16994,1,1986,1984
54200,1,1986,1986
42922,1,1986,1986
30438,4,1986,1983
26294,6,1986,1972
54536,2,1986,1983
63319,2,1986,1985
81753,3,1986,1982
26140,1,1986,1986
29103,1,1986,1982
77551,1,1986,1985
18286,19,1986,1962
81104,1,1986,1986
45400,1,1986,1986
54245,2,1986,1985
55888,1,1986,1976
19289,17,1986,1964
27087,1,1987,1986
64135,1,1987,1986
64769,1,1987,1986
46519,9,1987,1972
15975,1,1987,1986
15035,1,1987,1982
45794,3,1987,1985
10241,11,1987,1969
44986,1,1987,1976
15659,7,1987,1980
60580,1,1987,1984
24097,2,1987,1985
75890,1,1987,1987
37807,10,1987,1972
46747,1,1987,1986
23253,1,1987,1986
40352,3,1987,1983
45356,1,1987,1984
62463,5,1987,1979
82705,1,1987,1983
72603,1,1987,1985
36709,3,1987,1984
70200,2,1987,1985
32803,3,1987,1984
39213,8,1987,1974
53815,1,1987,1987
52943,13,1987,1973
38973,17,1987,1969
52012,3,1987,1982
46931,1,1987,1986
29023,8,1987,1977
55897,2,1987,1985
60135,2,1987,1986
16571,3,1987,1981
66334,1,1987,1986
31668,7,1987,1975
37242,1,1987,1986
48020,9,1987,1974
38105,1,1987,1987
32475,10,1987,1970
19131,3,1987,1969
43027,20,1987,1967
25770,2,1987,1986
24192,3,1987,1983
27370,1,1987,1987
20968,7,1987,1976
67003,2,1987,1985
61276,2,1987,1986
92671,1,1987,1987
74166,2,1987,1985
53364,5,1987,1978
44433,3,1987,1982
52230,3,1987,1981
54244,4,1987,1979
64821,2,1987,1985
26286,7,1987,1969
63159,5,1987,1983
91767,1,1987,1987
53824,2,1987,1986
50630,8,1987,1974
20984,12,1987,1971
42550,2,1988,1983
39693,2,1988,1968
78231,2,1988,1987
57154,4,1988,1974
20125,2,1988,1987
17750,2,1988,1969
22534,3,1988,1985
70923,3,1988,1983
40970,3,1988,1984
59942,2,1988,1983
65365,11,1988,1976
20458,5,1988,1984
29701,3,1988,1983
81382,5,1988,1976
10432,1,1988,1988
63773,1,1988,1986
52071,6,1988,1981
10890,4,1988,1983
19537,2,1988,1973
10701,1,1988,1986
11827,1,1988,1987
28310,23,1988,1963
45903,9,1988,1972
50729,6,1988,1973
62615,5,1988,1984
61111,3,1988,1984
69199,7,1988,1977
64048,2,1988,1987
70632,1,1988,1988
83927,5,1988,1984
12503,22,1988,1961
11763,1,1988,1987
26279,1,1988,1984
22673,2,1988,1986
59256,11,1988,1976
33129,8,1988,1977
36775,12,1988,1965
37955,2,1988,1978
37815,11,1988,1971
13945,2,1988,1987
20626,1,1988,1986
48291,1,1988,1988
25160,18,1988,1961
58675,5,1988,1984
43916,1,1988,1987
59264,12,1988,1975
74393,4,1988,1984
66683,2,1988,1987
58843,5,1988,1968
14761,1,1988,1988
27255,1,1988,1987
68195,5,1988,1975
57656,2,1988,1976
40687,2,1988,1987
67679,1,1988,1988
46499,1,1988,1988
25743,5,1988,1984
89200,1,1988,1988
62471,2,1988,1986
15254,4,1988,1984
52231,4,1988,1984
78395,1,1988,1987
21902,1,1988,1988
13936,17,1988,1961
62042,1,1988,1987
67847,1,1988,1987
47204,2,1988,1985
59707,1,1988,1988
84233,1,1988,1987
61460,1,1988,1987
49488,14,1988,1971
10874,5,1988,1980
58800,3,1988,1978
58740,1,1988,1987
59168,5,1988,1982
31659,1,1988,1988
49496,7,1988,1981
29321,8,1988,1977
62747,1,1988,1988
61348,2,1988,1985
57437,7,1989,1978
64638,3,1989,1985
13064,3,1989,1986
20803,1,1989,1989
42219,5,1989,1982
10401,7,1989,1969
39087,1,1989,1985
38616,1,1989,1989
42569,3,1989,1983
51051,9,1989,1978
75494,2,1989,1988
42981,1,1989,1986
49999,1,1989,1989
56945,3,1989,1986
11310,1,1989,1989
49330,10,1989,1975
62034,1,1989,1989
10272,1,1989,1989
20045,7,1989,1980
45277,1,1989,1987
42542,3,1989,1986
38333,5,1989,1984
61663,1,1989,1984
52329,2,1989,1987
45516,11,1989,1975
10482,2,1989,1988
89405,2,1989,1988
46471,9,1989,1970
11262,1,1989,1989
34040,15,1989,1964
42578,5,1989,1984
41874,1,1989,1984
11226,1,1989,1989
27764,1,1989,1986
39466,3,1989,1981
59846,4,1989,1975
60441,1,1989,1988
61698,13,1989,1975
19271,6,1989,1980
18649,2,1989,1986
62712,1,1989,1988
38420,9,1989,1965
29963,2,1989,1987
76209,7,1989,1983
75943,2,1989,1988
84100,3,1989,1986
12546,2,1989,1984
63247,1,1989,1988
40168,4,1989,1986
41427,20,1989,1967
31414,9,1989,1974
42067,5,1989,1985
13769,1,1989,1988
47677,9,1989,1971
10055,2,1989,1988
31035,4,1989,1986
60599,1,1989,1985
64143,2,1989,1984
59089,5,1989,1975
65832,1,1989,1986
66069,3,1989,1986
51845,1,1989,1987
65752,5,1989,1985
92567,1,1989,1989
46042,1,1989,1987
19880,2,1989,1987
70421,2,1989,1986
66086,1,1989,1987
25508,2,1989,1985
50227,16,1989,1972
11380,1,1989,1989
13303,3,1989,1986
57832,9,1989,1977
17225,11,1989,1975
51562,1,1989,1986
38535,1,1989,1988
32897,1,1989,1987
13290,19,1989,1961
11088,1,1989,1989
21900,2,1989,1987
18980,7,1989,1975
43238,6,1989,1982
10947,2,1989,1987
81032,2,1990,1989
13928,3,1990,1984
10604,2,1990,1985
33849,20,1990,1968
16185,1,1990,1989
78448,2,1990,1988
10082,2,1990,1988
58181,1,1990,1988
45955,1,1990,1990
48725,1,1990,1986
59301,6,1990,1974
43350,4,1990,1968
14891,1,1990,1985
54594,1,1990,1984
47706,5,1990,1973
61031,2,1990,1989
64291,3,1990,1987
38974,2,1990,1976
68216,3,1990,1988
26382,3,1990,1985
22867,6,1990,1976
11601,1,1990,1989
19975,24,1990,1963
70981,1,1990,1990
47108,3,1990,1982
86116,2,1990,1989
48135,5,1990,1982
61604,2,1990,1987
40871,1,1990,1984
10256,2,1990,1989
43772,14,1990,1968
58369,2,1990,1984
85017,1,1990,1989
43668,2,1990,1985
49729,1,1990,1985
85439,6,1990,1985
13100,1,1990,1983
61233,3,1990,1985
48514,1,1990,1974
10893,1,1990,1990
22074,1,1990,1988
55212,1,1990,1976
17014,6,1990,1984
73921,4,1990,1987
47248,3,1990,1983
12010,1,1990,1990
31457,8,1990,1981
68938,2,1990,1980
51829,1,1990,1990
92340,3,1990,1988
78248,1,1990,1988
10618,1,1990,1990
15131,1,1990,1988
17902,15,1990,1962
11174,1,1990,1989
65700,7,1990,1984
33451,2,1990,1988
74561,2,1990,1989
36978,8,1990,1968
32791,7,1990,1983
31595,11,1990,1971
63693,2,1990,1988
53154,9,1990,1976
48857,1,1990,1990
10912,1,1990,1989
16986,1,1990,1988
54173,2,1990,1988
64012,2,1990,1989
50788,1,1990,1988
20037,7,1990,1976
26438,4,1990,1983
12766,4,1990,1984
68363,2,1990,1988
37568,2,1990,1986
45428,5,1990,1984
73219,1,1991,1986
10245,3,1991,1989
32870,12,1991,1964
17911,7,1991,1985
63597,7,1991,1981
70148,2,1991,1989
61787,5,1991,1985
60063,2,1991,1988
81737,9,1991,1976
36468,8,1991,1969
32716,3,1991,1988
22430,1,1991,1991
28071,2,1991,1989
64629,4,1991,1984
83804,4,1991,1984
78361,4,1991,1987
10537,1,1991,1991
66026,2,1991,1986
57665,4,1991,1986
64004,8,1991,1984
10496,1,1991,1990
65024,1,1991,1989
14955,16,1991,1961
25604,2,1991,1989
11346,1,1991,1991
29102,4,1991,1984
63715,5,1991,1986
66501,1,1991,1991
56629,5,1991,1981
28652,1,1991,1984
11923,3,1991,1988
11955,1,1991,1991
61218,5,1991,1987
66640,5,1991,1986
75273,1,1991,1991
62797,1,1991,1991
72961,7,1991,1979
75072,1,1991,1990
64258,1,1991,1987
41216,4,1991,1979
78630,1,1991,1991
65350,2,1991,1990
76340,2,1991,1984
87426,1,1991,1990
11547,2,1991,1989
20897,1,1991,1991
10279,1,1991,1989
80013,1,1991,1987
54412,4,1991,1981
48557,1,1991,1990
27693,1,1991,1991
10095,1,1991,1990
11679,1,1991,1990
64354,3,1991,1986
79760,4,1991,1988
23588,1,1991,1989
11081,1,1991,1991
43327,1,1991,1986
49534,4,1991,1988
89870,1,1991,1991
32061,4,1991,1973
33267,8,1991,1979
66393,3,1991,1986
40425,3,1991,1987
34673,3,1991,1984
34578,1,1991,1991
22905,3,1991,1984
65622,1,1991,1987
18287,1,1991,1991
60346,6,1991,1984
75452,1,1991,1991
19166,5,1991,1981
37365,4,1991,1988
38042,3,1991,1987
33398,13,1991,1973
70077,2,1991,1988
10018,1,1991,1989
21207,4,1991,1985
44207,3,1991,1989
37234,5,1991,1987
73614,2,1991,1990
39116,18,1992,1975
67328,1,1992,1990
76442,1,1992,1992
59774,10,1992,1975
10318,1,1992,1991
70018,2,1992,1987
86941,5,1992,1988
10155,4,1992,1989
75781,1,1992,1992
75635,1,1992,1991
73956,1,1992,1991
10079,1,1992,1991
11917,2,1992,1991
63546,4,1992,1988
68996,1,1992,1991
68742,1,1992,1992
75788,4,1992,1988
29867,9,1992,1977
10143,2,1992,1991
67467,1,1992,1991
37640,12,1992,1978
11415,1,1992,1991
11260,3,1992,1987
30525,10,1992,1975
81702,1,1992,1984
19596,13,1992,1970
65920,2,1992,1987
11057,1,1992,1991
63240,4,1992,1984
45647,2,1992,1991
11541,1,1992,1992
18446,9,1992,1982
11042,1,1992,1983
32089,3,1992,1990
44185,1,1992,1986
50682,1,1992,1991
78044,2,1992,1986
61138,1,1992,1991
28661,8,1992,1981
63714,4,1992,1987
10035,2,1992,1988
10390,1,1992,1992
75330,1,1992,1990
79784,1,1992,1988
17726,5,1992,1982
64178,1,1992,1992
48282,4,1992,1988
11267,4,1992,1989
69287,3,1992,1990
11714,3,1992,1990
27430,16,1992,1964
11881,3,1992,1990
55862,1,1992,1991
61111,1,1992,1991
41356,4,1992,1986
25612,2,1992,1990
64144,1,1992,1991
53576,7,1992,1986
76166,1,1992,1992
10786,28,1992,1964
54798,4,1992,1988
26009,1,1992,1989
72072,4,1992,1988
32417,2,1992,1989
17057,3,1992,1989
10100,1,1992,1990
11357,1,1992,1989
17929,15,1992,1967
28231,1,1992,1989
