factor,n_periods,mean_coef,std_coef,se_mean,t_stat_fm,p_value_fm,ci_lower,ci_upper,median_coef,min_coef,max_coef,pct_significant,pct_positive,avg_t_stat_cs,avg_p_value_cs
const,624,0.11723845885489205,0.408984828517379,0.016372496381194514,7.160695359172741,2.270406085358445e-12,0.08508649287305994,0.14939042483672416,0.04673240541305506,-0.6851834225759426,5.258329324046423,36.858974358974365,60.57692307692307,0.4800701925178286,0.2684631824466959
beta,624,0.010426760315080642,0.08189269300182236,0.0032783314351271485,3.180508292529076,0.001543166631820192,0.003988841605234594,0.01686467902492669,0.0025930426787318444,-0.386058165023273,1.5675457427236272,30.929487179487182,54.64743589743589,0.018503437161917977,0.3053711187597169
market_equity,624,-0.005954255115199196,0.023990643100123853,0.0009603943470548962,-6.19980233479951,1.0292613428219965e-09,-0.007840257448424327,-0.004068252781974065,-0.0019477028318839673,-0.3754744749816565,0.03958292315998017,36.378205128205124,41.18589743589743,-0.34695955444666343,0.27296779694297824
BM,624,0.009688958817509594,0.09817192327531028,0.003930022207392524,2.465369991875437,0.01395566470494436,0.0019712633984369024,0.017406654236582286,0.001019687492567437,-0.29821446003167323,2.0298540579718822,15.224358974358973,51.60256410256411,-0.03578627119301502,0.38396696941409375
